gml:id,gml:metaDataProperty,gml:description,gml:name,gml:boundedBy,gml:location,erl:identifier,erl:name,erl:mineralOccurrenceType,erl:commodity,erl:mineName,erl:geologicHistory,erl:hostGeologicUnit,erl:mineralDepositModel,erl:mineralOccurrenceShape,erl:explorationActivityType,erl:explorationActivityDuration,erl:explorationResult,erl:observationMethod,erl:positionalAccuracy,erl:source,erl:mineralOccurrenceType_uri,erl:representativeCommodity_uri,erl:mine_uri,erl:hostGeologicUnit_uri,erl:mineralDepositModel_uri,erl:representativeAge_uri,erl:representativeOlderAge_uri,erl:representativeYoungerAge_uri,erl:specification_uri,erl:shape
ga.erl.mineraloccurrenceview.333328,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333328,East Scotia,deposit,Nickel,East Scotia,Archean,,,,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/nickel,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333328,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333328,POINT (121.45703500780003 -31.182255370919943)
ga.erl.mineraloccurrenceview.333329,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333329,York and Durham,deposit,Gold,York and Durham,,,,,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333329,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333329,POINT (144.2513259998 -36.72881444783758)
ga.erl.mineraloccurrenceview.333330,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333330,Iron Duke - Norseman,deposit,Gold,Iron Duke - Norseman,Archean,,,,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333330,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333330,POINT (121.80560000000001 -32.26480002990273)
ga.erl.mineraloccurrenceview.333331,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333331,Tate River,deposit,Tin,Tate River,,,,,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/tin,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333331,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333331,POINT (144.33100815650002 -17.451592298975292)
ga.erl.mineraloccurrenceview.333332,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333332,Canyon,deposit,Coal - black,Canyon,Permian,,,,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333332,,,http://resource.geosciml.org/classifier/ics/ischart/Permian,http://resource.geosciml.org/classifier/ics/ischart/Permian,http://resource.geosciml.org/classifier/ics/ischart/Permian,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333332,POINT (150.2764397536 -33.53611709768832)
ga.erl.mineraloccurrenceview.333334,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333334,Charbon,deposit,Coal - black,Charbon,Permian,,,,,,,method unknown,500 metres,Banpu Public Company Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333334,,,http://resource.geosciml.org/classifier/ics/ischart/Permian,http://resource.geosciml.org/classifier/ics/ischart/Permian,http://resource.geosciml.org/classifier/ics/ischart/Permian,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333334,POINT (149.9776637573 -32.896406078853154)
ga.erl.mineraloccurrenceview.333335,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333335,Success - Mt McClure,deposit,Gold,Success - Mt McClure,Archean,,,,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333335,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333335,POINT (120.94090000000001 -27.514800022209293)
ga.erl.mineraloccurrenceview.333336,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333336,Hurricane,deposit,Gold,Hurricane,,,,,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333336,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333336,POINT (144.6048904747 -16.57680045870684)
ga.erl.mineraloccurrenceview.333337,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333337,French Kiss,deposit,Gold,French Kiss,Archean,,,,,,,"State or NT agency supplied location, method unknown",500 metres,Silver Lake Resources Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333337,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333337,POINT (122.5764 -31.21310002826873)
ga.erl.mineraloccurrenceview.333338,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333338,East Lithgow,deposit,Coal - black,East Lithgow,Permian,,,,,,,method unknown,500 metres,Vale S.A.,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333338,,,http://resource.geosciml.org/classifier/ics/ischart/Permian,http://resource.geosciml.org/classifier/ics/ischart/Permian,http://resource.geosciml.org/classifier/ics/ischart/Permian,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333338,POINT (150.1600027002 -33.45685310637406)
ga.erl.mineraloccurrenceview.333339,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333339,Donnellys Comstock,deposit,Iron,Donnellys Comstock,,,,,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333339,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333339,POINT (138.034634678 -31.345615886777765)
ga.erl.mineraloccurrenceview.333340,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333340,Wonder North,deposit,Gold,Wonder North,Archean,,,,,,,"State or NT agency supplied location, method unknown",500 metres,"Bligh Resources Limited, SR Mining Pty Ltd",http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333340,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333340,POINT (121.18230000000001 -28.341400023586427)
ga.erl.mineraloccurrenceview.333341,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333341,Ellendale 4,deposit,"Diamond - undifferentiated, Diamond - gem and cheap gem, Diamond - industrial",Ellendale 4,,,,,,,,method unknown,50 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/diamond,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333341,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333341,POINT (124.9232187706 -17.667081891924486)
ga.erl.mineraloccurrenceview.333342,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333342,Emull,deposit,"Zinc, Copper",Emull,Proterozoic,,,,,,,"State or NT agency supplied location, method unknown",100 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333342,,,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333342,POINT (127.30869999999999 -18.43660000844773)
ga.erl.mineraloccurrenceview.333343,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333343,Belvedere,deposit,Coal - black,Belvedere,Permian,,,,,,,method unknown,999 metres,Vale S.A.,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333343,,,http://resource.geosciml.org/classifier/ics/ischart/Permian,http://resource.geosciml.org/classifier/ics/ischart/Permian,http://resource.geosciml.org/classifier/ics/ischart/Permian,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333343,POINT (149.9371461092 -24.484215254509827)
ga.erl.mineraloccurrenceview.333344,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333344,John Galt,deposit,Rare earth oxides,John Galt,,,,,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/rare-earth-oxide,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333344,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333344,POINT (128.2012906197 -17.34580354915447)
ga.erl.mineraloccurrenceview.333345,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333345,Triple Crown,deposit,"Gold, Silver",Triple Crown,,,,,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333345,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333345,POINT (145.0752 -17.660100007516352)
ga.erl.mineraloccurrenceview.333346,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333346,Navajo Chief,deposit,Gold,Navajo Chief,Archean,,,,,,,"company supplied location, method unknown",500 metres,Zijin Mining Group Company Ltd,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333346,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333346,POINT (121.39190000000002 -30.82560002765286)
ga.erl.mineraloccurrenceview.333347,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333347,Podosky's Prospect,deposit,"Gold, (Silver)",Podosky's Prospect,Paleozoic,,,,,,,method unknown,10 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333347,,,http://resource.geosciml.org/classifier/ics/ischart/Paleozoic,http://resource.geosciml.org/classifier/ics/ischart/Paleozoic,http://resource.geosciml.org/classifier/ics/ischart/Paleozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333347,POINT (146.7848746031 -20.095358333005855)
ga.erl.mineraloccurrenceview.333348,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333348,Hazelwood-Yinnar,deposit,Coal - brown,Hazelwood-Yinnar,Cenozoic,,,,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/brown-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333348,,,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333348,POINT (146.3400055134 -38.3569651827458)
ga.erl.mineraloccurrenceview.333349,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333349,Woolgni,deposit,Gold,Woolgni,,,,,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333349,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333349,POINT (131.9634449229 -14.081029930539051)
ga.erl.mineraloccurrenceview.333350,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333350,New Dam North,deposit,"Zircon, Rutile, Ilmenite, (Leucoxene)",New Dam North,,,,,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/zircon,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333350,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333350,POINT (141.17906 -33.031760031053444)
ga.erl.mineraloccurrenceview.333351,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333351,Ownaview,deposit,Coal - black,Ownaview,Mesozoic,,,,,,,method unknown,999 metres,Cockatoo Coal Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333351,,,http://resource.geosciml.org/classifier/ics/ischart/Mesozoic,http://resource.geosciml.org/classifier/ics/ischart/Mesozoic,http://resource.geosciml.org/classifier/ics/ischart/Mesozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333351,POINT (151.2510349016 -27.042496305421878)
ga.erl.mineraloccurrenceview.333352,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333352,Abednego,deposit,"Nickel, Cobalt",Abednego,,,,,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/nickel,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333352,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333352,POINT (121.85471641400001 -28.7817223144175)
ga.erl.mineraloccurrenceview.333353,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333353,Youangarra,deposit,Gold,Youangarra,,,,,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333353,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333353,POINT (118.8067601651 -28.83537188550638)
ga.erl.mineraloccurrenceview.333354,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333354,Gallipoli,deposit,"Zircon, Rutile, Ilmenite, Leucoxene",Gallipoli,,,,,,,,"State or NT agency supplied location, method unknown",100 metres,Cristal Mining,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/zircon,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333354,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333354,POINT (142.335287 -33.47113403169467)
ga.erl.mineraloccurrenceview.333355,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333355,Station Creek,deposit,"Tin oxide/cassiterite, Tin, Tungsten",Station Creek,,,,,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333355,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333355,POINT (145.22467441249998 -16.60769405463984)
ga.erl.mineraloccurrenceview.333356,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333356,Greenpatch Magnetite,deposit,"Iron, Iron ore",Greenpatch Magnetite,,,,,,,,method unknown,999 metres,Centrex Metals Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333356,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333356,POINT (135.7713832477 -34.59572838806827)
